,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
513,2019-05-29,28.4,25.1,32.5,0.0,,,,,,
514,2019-05-30,26.8,24.5,,3.6,,,,,,
515,2019-05-31,27.6,24.2,,1.5,,,,,,
516,2019-06-01,26.9,24.6,,41.9,,,,,,
517,2019-06-02,28.7,24.4,32.7,3.6,,,,,,
518,2019-06-03,28.4,23.5,,31.2,,,,,,
519,2019-06-04,27.2,23.3,,46.0,,,,,,
520,2019-06-05,29.6,,34.3,0.0,,,,,,
521,2019-06-06,30.3,25.0,,2.8,,,,,,
522,2019-06-07,31.7,27.2,,0.0,,,,,,
523,2019-06-08,30.6,26.7,34.5,0.0,,,,,,
524,2019-06-09,30.3,27.2,33.6,0.0,,,,,,
525,2019-06-10,30.8,27.5,,0.0,,,,,,
526,2019-06-11,29.6,,34.6,1.5,,,,,,
527,2019-06-12,27.8,,,10.9,,,,,,
528,2019-06-13,27.3,25.1,,32.5,,,,,,
529,2019-06-14,28.1,,31.2,38.4,,,,,,
530,2019-06-15,27.5,24.2,,31.8,,,,,,
531,2019-06-16,28.8,24.4,,2.3,,,,,,
532,2019-06-17,26.4,23.5,30.2,59.4,,,,,,
533,2019-06-18,27.6,,31.9,41.1,,,,,,
534,2019-06-19,29.8,24.0,,0.5,,,,,,
535,2019-06-20,30.8,27.0,35.5,0.0,,,,,,
536,2019-06-21,32.2,27.1,36.6,,,,,,,
537,2019-06-22,32.7,27.7,,,,,,,,
538,2019-06-23,32.4,28.9,,,,,,,,
539,2019-06-24,30.4,,33.6,2.5,,,,,,
540,2019-06-25,29.9,,,0.3,,,,,,
541,2019-06-26,28.5,,33.6,35.3,,,,,,
542,2019-06-27,28.5,23.6,,23.6,,,,,,
543,2019-06-28,29.9,26.1,,0.0,,,,,,
544,2019-06-29,29.8,26.0,34.3,1.0,,,,,,
545,2019-06-30,28.5,,,38.9,,,,,,
546,2019-07-01,28.6,,,1.0,,,,,,
547,2019-07-02,24.9,23.5,27.0,160.3,,,,,,
548,2019-07-03,24.5,24.0,,47.2,,,,,,
549,2019-07-04,26.1,23.5,,0.0,,,,,,
550,2019-07-05,28.2,25.0,31.9,,,,,,,
551,2019-07-06,29.1,25.4,,0.0,,,,,,
552,2019-07-07,29.1,26.5,,3.6,,,,,,
553,2019-07-08,29.3,,34.2,0.8,,,,,,
554,2019-07-09,29.3,25.4,,7.4,,,,,,
555,2019-07-10,29.4,,,0.0,,,,,,
556,2019-07-11,28.6,25.5,32.8,2.8,,,,,,
557,2019-07-12,30.0,26.7,,2.3,,,,,,
558,2019-07-13,29.7,27.0,,0.0,,,,,,
559,2019-07-14,30.1,27.4,,,,,,,,
560,2019-07-15,30.3,26.5,,0.0,,,,,,
561,2019-07-16,30.9,27.0,,0.0,,,,,,
562,2019-07-17,31.4,27.8,,,,,,,,
563,2019-07-18,30.9,27.7,34.6,,,,,,,
564,2019-07-19,31.3,28.2,,,,,,,,
565,2019-07-20,30.7,27.6,34.6,,,,,,,
566,2019-07-21,29.1,,,1.0,,,,,,
567,2019-07-22,25.8,,,43.7,,,,,,
568,2019-07-23,27.1,24.0,,17.5,,,,,,
569,2019-07-24,25.9,22.9,28.9,60.2,,,,,,
570,2019-07-25,25.6,23.8,,42.9,,,,,,
571,2019-07-26,24.8,24.5,,12.4,,,,,,
572,2019-07-27,28.3,24.2,32.3,11.2,,,,,,
573,2019-07-28,30.0,25.4,34.0,0.0,,,,,,
574,2019-07-29,27.4,,,7.1,,,,,,
575,2019-07-30,26.7,23.2,30.4,2.3,,,,,,
576,2019-07-31,26.3,24.2,,10.7,,,,,,
577,2019-08-01,26.9,24.5,30.7,25.7,,,,,,
578,2019-08-02,26.3,24.8,,19.8,,,,,,
579,2019-08-03,26.6,,29.9,6.4,,,,,,
580,2019-08-04,25.8,24.2,,13.2,,,,,,
581,2019-08-05,27.7,24.2,,0.0,,,,,,
582,2019-08-06,27.6,24.1,,2.0,,,,,,
583,2019-08-07,30.1,25.8,34.2,1.0,,,,,,
584,2019-08-08,29.3,,34.1,2.3,,,,,,
585,2019-08-09,28.9,25.0,33.2,2.8,,,,,,
586,2019-08-10,28.5,25.0,,4.3,,,,,,
587,2019-08-11,28.6,,32.5,0.3,,,,,,
588,2019-08-12,28.7,,,1.5,,,,,,
589,2019-08-13,26.1,24.0,,29.5,,,,,,
590,2019-08-14,27.7,,,42.7,,,,,,
591,2019-08-15,27.2,25.0,,9.9,,,,,,
592,2019-08-16,26.3,,,19.6,,,,,,
593,2019-08-17,27.1,24.1,30.8,37.6,,,,,,
594,2019-08-18,27.7,25.1,,7.9,,,,,,
595,2019-08-19,28.9,25.7,,0.5,,,,,,
596,2019-08-20,24.9,,,13.7,,,,,,
597,2019-08-21,26.8,24.0,30.5,19.3,,,,,,
598,2019-08-22,26.1,23.9,29.7,8.6,,,,,,
599,2019-08-23,26.3,23.5,,50.0,,,,,,
600,2019-08-24,25.1,23.7,27.4,56.1,,,,,,
601,2019-08-25,27.0,23.9,32.0,5.8,,,,,,
602,2019-08-26,26.1,24.6,,66.8,,,,,,
603,2019-08-27,27.1,24.0,,44.2,,,,,,
604,2019-08-28,28.0,25.1,31.3,23.1,,,,,,
605,2019-08-29,26.3,,,43.7,,,,,,
606,2019-08-30,24.5,,,15.5,,,,,,
607,2019-08-31,26.3,23.3,,68.1,,,,,,
608,2019-09-01,27.8,25.0,,0.0,,,,,,
609,2019-09-02,25.8,,27.8,14.7,,,,,,
610,2019-09-03,25.1,,25.7,74.7,,,,,,
611,2019-09-04,25.1,,,44.7,,,,,,
612,2019-09-05,24.9,23.8,,32.8,,,,,,
613,2019-09-06,27.8,24.6,31.5,0.0,,,,,,
614,2019-09-07,28.6,25.7,33.5,1.3,,,,,,
615,2019-09-08,29.4,26.0,,0.0,,,,,,
616,2019-09-09,29.4,26.7,33.4,0.0,,,,,,
617,2019-09-10,26.1,,28.1,10.7,,,,,,
618,2019-09-11,25.5,23.0,,72.9,,,,,,
619,2019-09-12,27.9,24.1,33.1,0.0,,,,,,
620,2019-09-13,29.0,24.6,,0.0,,,,,,
621,2019-09-14,28.8,,,,,,,,,
622,2019-09-15,28.9,23.5,34.0,9.1,,,,,,
623,2019-09-16,29.5,24.4,34.5,0.0,,,,,,
624,2019-09-17,30.1,25.6,35.0,0.0,,,,,,
625,2019-09-18,28.2,25.5,32.5,0.0,,,,,,
626,2019-09-19,27.8,,,18.3,,,,,,
627,2019-09-20,28.2,24.0,34.0,1.3,,,,,,
628,2019-09-21,27.6,,34.0,,,,,,,
629,2019-09-22,27.3,,31.5,,,,,,,
630,2019-09-23,26.9,,,,,,,,,
631,2019-09-24,27.6,21.1,,,,,,,,
632,2019-09-25,27.6,21.6,33.2,,,,,,,
633,2019-09-26,28.2,,,,,,,,,
634,2019-09-27,27.8,21.8,34.1,,,,,,,
635,2019-09-28,27.9,21.5,33.7,,,,,,,
636,2019-09-29,27.8,21.8,34.4,,,,,,,
637,2019-09-30,27.8,21.3,,,,,,,,
638,2019-10-01,28.3,22.5,34.3,,,,,,,
639,2019-10-02,29.5,23.6,34.5,,,,,,,
640,2019-10-03,29.8,24.7,,,,,,,,
641,2019-10-04,27.3,23.0,,0.0,,,,,,
642,2019-10-05,27.4,22.0,,1.5,,,,,,
643,2019-10-06,27.3,,34.5,8.9,,,,,,
644,2019-10-07,26.9,22.3,,2.0,,,,,,
645,2019-10-08,27.1,22.7,,10.7,,,,,,
646,2019-10-09,28.0,23.0,,,,,,,,
647,2019-10-10,29.1,22.9,,,,,,,,
648,2019-10-11,29.2,23.1,,,,,,,,
649,2019-10-12,29.3,23.8,34.6,,,,,,,
650,2019-10-13,29.2,24.1,34.6,,,,,,,
651,2019-10-14,28.7,21.7,,,,,,,,
652,2019-10-15,27.8,,,,,,,,,
653,2019-10-16,28.0,23.6,32.7,,,,,,,
654,2019-10-17,28.2,23.1,33.4,,,,,,,
655,2019-10-18,27.6,22.2,,,,,,,,
656,2019-10-19,26.8,21.8,,,,,,,,
657,2019-10-20,27.6,22.4,,,,,,,,
658,2019-10-21,27.8,22.0,33.9,,,,,,,
659,2019-10-22,28.8,22.0,,,,,,,,
660,2019-10-23,29.7,24.6,35.0,,,,,,,
661,2019-10-24,29.8,25.6,34.8,,,,,,,
662,2019-10-25,28.3,,33.3,0.0,,,,,,
663,2019-10-26,28.4,23.3,33.5,0.0,,,,,,
664,2019-10-27,29.6,23.1,34.9,,,,,,,
665,2019-10-28,29.9,24.8,,,,,,,,
666,2019-10-29,26.2,,,,,,,,,
667,2019-10-30,24.8,19.1,31.2,,,,,,,
668,2019-10-31,24.0,19.2,,0.3,,,,,,
669,2019-11-01,26.6,19.9,,,,,,,,
670,2019-11-02,27.6,21.7,33.1,,,,,,,
671,2019-11-03,26.5,,31.9,,,,,,,
672,2019-11-04,25.4,,30.6,,,,,,,
673,2019-11-05,25.5,19.8,32.1,,,,,,,
674,2019-11-06,26.1,20.1,,,,,,,,
675,2019-11-07,26.6,,31.7,,,,,,,
676,2019-11-08,23.9,19.1,,,,,,,,
677,2019-11-09,24.4,17.9,,,,,,,,
678,2019-11-10,24.1,,30.2,,,,,,,
679,2019-11-11,26.0,18.3,,,,,,,,
680,2019-11-12,24.6,,,0.5,,,,,,
681,2019-11-13,24.9,21.0,,7.6,,,,,,
682,2019-11-14,24.1,,28.1,0.0,,,,,,
683,2019-11-15,24.8,20.4,,0.0,,,,,,
684,2019-11-16,26.3,20.0,,,,,,,,
685,2019-11-17,27.1,21.0,33.4,,,,,,,
686,2019-11-18,28.1,23.9,,,,,,,,
687,2019-11-19,25.0,,30.0,,,,,,,
688,2019-11-20,24.6,19.2,31.2,,,,,,,
689,2019-11-21,24.8,18.5,,,,,,,,
690,2019-11-22,25.4,18.4,,,,,,,,
691,2019-11-23,25.2,18.5,,,,,,,,
692,2019-11-24,26.3,17.7,,,,,,,,
693,2019-11-25,25.5,,32.1,,,,,,,
694,2019-11-26,26.2,18.2,32.9,,,,,,,
695,2019-11-27,26.4,21.4,32.3,,,,,,,
696,2019-11-28,25.4,,,,,,,,,
697,2019-11-29,24.7,18.0,31.9,,,,,,,
698,2019-11-30,25.6,18.9,,,,,,,,
699,2019-12-01,26.4,20.5,33.0,,,,,,,
700,2019-12-02,21.8,,29.1,,,,,,,
701,2019-12-03,19.3,14.3,25.7,,,,,,,
702,2019-12-04,18.2,,25.4,,,,,,,
703,2019-12-05,19.9,10.8,,,,,,,,
704,2019-12-06,19.5,,,,,,,,,
705,2019-12-07,18.9,,24.5,,,,,,,
706,2019-12-08,19.1,11.8,25.4,,,,,,,
707,2019-12-09,19.3,12.7,25.8,,,,,,,
708,2019-12-10,20.1,11.6,27.0,,,,,,,
709,2019-12-11,21.4,14.6,28.2,,,,,,,
710,2019-12-12,21.6,14.6,,,,,,,,
711,2019-12-13,22.4,15.2,30.0,,,,,,,
712,2019-12-14,24.4,15.4,31.6,,,,,,,
713,2019-12-15,25.8,18.6,32.6,,,,,,,
714,2019-12-16,25.5,18.1,,,,,,,,
715,2019-12-17,26.7,18.8,32.8,,,,,,,
716,2019-12-18,26.7,22.1,32.3,,,,,,,
717,2019-12-19,26.3,20.1,,,,,,,,
718,2019-12-20,26.5,21.7,31.7,,,,,,,
719,2019-12-21,26.0,,32.5,,,,,,,
720,2019-12-22,25.3,19.0,,,,,,,,
721,2019-12-23,25.1,19.0,32.6,,,,,,,
722,2019-12-24,25.9,19.3,,,,,,,,
723,2019-12-25,25.5,18.7,,,,,,,,
724,2019-12-26,26.2,19.1,,,,,,,,
725,2019-12-27,24.1,,,,,,,,,
726,2019-12-28,23.6,16.4,,,,,,,,
727,2019-12-29,24.6,18.3,,,,,,,,
728,2019-12-30,25.2,19.2,,,,,,,,
729,2019-12-31,26.2,19.0,,,,,,,,
730,2020-01-01,25.3,,30.7,,,,,,,
731,2020-01-02,25.5,18.9,,,,,,,,
732,2020-01-03,26.1,18.6,,,,,,,,
733,2020-01-04,25.7,20.4,,,,,,,,
734,2020-01-05,25.0,19.6,31.2,,,,,,,
735,2020-01-06,25.2,17.6,,,,,,,,
736,2020-01-07,26.7,19.1,33.2,,,,,,,
737,2020-01-08,27.1,,33.5,,,,,,,
738,2020-01-09,26.1,19.1,,,,,,,,
739,2020-01-10,25.7,18.5,33.6,,,,,,,
740,2020-01-11,26.5,18.0,,,,,,,,
741,2020-01-12,24.9,20.1,,,,,,,,
742,2020-01-13,25.8,17.5,32.6,,,,,,,
743,2020-01-14,25.2,17.8,,,,,,,,
744,2020-01-15,25.3,18.7,,,,,,,,
745,2020-01-16,26.2,19.7,33.7,,,,,,,
746,2020-01-17,26.1,19.6,33.0,,,,,,,
747,2020-01-18,25.6,19.0,,,,,,,,
748,2020-01-19,25.7,18.3,31.6,,,,,,,
749,2020-01-20,25.4,20.5,,,,,,,,
750,2020-01-21,26.0,20.5,,,,,,,,
751,2020-01-22,26.5,19.0,34.2,,,,,,,
752,2020-01-23,27.6,20.8,,,,,,,,
753,2020-01-24,27.6,23.0,,,,,,,,
754,2020-01-25,26.4,21.7,,0.0,,,,,,
755,2020-01-26,21.7,,,0.0,,,,,,
756,2020-01-27,20.4,16.6,,,,,,,,
757,2020-01-28,21.3,17.5,26.3,0.5,,,,,,
758,2020-01-29,21.3,16.4,28.1,0.0,,,,,,
759,2020-01-30,19.8,,,,,,,,,
760,2020-01-31,21.5,13.6,28.2,,,,,,,
761,2020-02-01,23.3,15.6,30.4,,,,,,,
762,2020-02-02,24.1,17.0,31.7,,,,,,,
763,2020-02-03,25.4,18.5,32.7,,,,,,,
764,2020-02-04,26.8,19.8,32.5,,,,,,,
765,2020-02-05,25.3,,,,,,,,,
766,2020-02-06,25.3,19.0,,,,,,,,
767,2020-02-07,27.2,20.9,,,,,,,,
768,2020-02-08,26.5,22.2,,,,,,,,
769,2020-02-09,23.4,,27.4,,,,,,,
770,2020-02-10,22.8,16.0,,,,,,,,
771,2020-02-11,25.3,16.7,33.2,,,,,,,
772,2020-02-12,28.2,21.2,,,,,,,,
773,2020-02-13,28.9,23.4,,0.0,,,,,,
774,2020-02-14,29.1,23.9,,0.0,,,,,,
775,2020-02-15,29.2,23.1,36.9,,,,,,,
776,2020-02-16,25.9,,33.4,,,,,,,
777,2020-02-17,21.9,,,,,,,,,
778,2020-02-18,21.4,,,,,,,,,
779,2020-02-19,24.2,14.7,,,,,,,,
780,2020-02-20,24.8,18.5,,,,,,,,
781,2020-02-21,24.5,17.7,,,,,,,,
782,2020-02-22,23.8,17.5,29.5,,,,,,,
783,2020-02-23,24.8,16.3,32.1,,,,,,,
784,2020-02-24,25.8,,,,,,,,,
785,2020-02-25,26.7,17.8,35.0,,,,,,,
786,2020-02-26,27.5,18.9,34.6,,,,,,,
787,2020-02-27,27.6,22.6,33.7,,,,,,,
788,2020-02-28,27.8,,34.8,,,,,,,
789,2020-02-29,27.1,20.6,34.4,,,,,,,
790,2020-03-01,28.9,21.9,,,,,,,,
791,2020-03-02,29.3,23.5,,,,,,,,
792,2020-03-03,27.6,24.6,34.1,3.3,,,,,,
793,2020-03-04,26.2,,30.0,10.2,,,,,,
794,2020-03-05,21.7,,24.5,10.2,,,,,,
795,2020-03-06,21.3,19.2,22.8,27.7,,,,,,
796,2020-03-07,25.3,20.2,31.5,,,,,,,
797,2020-03-08,28.4,21.1,,,,,,,,
798,2020-03-09,29.9,22.2,,,,,,,,
799,2020-03-10,29.4,23.5,,,,,,,,
800,2020-03-11,28.9,21.5,35.4,,,,,,,
801,2020-03-12,28.8,23.3,,0.0,,,,,,
802,2020-03-13,31.4,25.0,,0.0,,,,,,
803,2020-03-14,28.0,,,,,,,,,
804,2020-03-15,28.3,,33.0,,,,,,,
805,2020-03-16,28.8,22.4,,,,,,,,
806,2020-03-17,29.7,24.3,34.6,,,,,,,
807,2020-03-18,28.8,24.9,,7.6,,,,,,
808,2020-03-19,25.6,24.5,28.0,22.4,,,,,,
809,2020-03-20,26.8,22.5,31.5,3.8,,,,,,
810,2020-03-21,28.3,22.1,34.0,1.0,,,,,,
811,2020-03-22,28.9,24.0,,0.0,,,,,,
812,2020-03-23,29.3,23.0,35.4,,,,,,,
813,2020-03-24,27.5,,31.8,0.0,,,,,,
814,2020-03-25,25.8,22.7,30.0,2.0,,,,,,
815,2020-03-26,27.6,22.6,,1.5,,,,,,
816,2020-03-27,30.4,23.3,,0.0,,,,,,
817,2020-03-28,31.3,25.3,,,,,,,,
818,2020-03-29,31.4,25.5,37.7,,,,,,,
819,2020-03-30,31.6,26.4,,,,,,,,
820,2020-03-31,32.0,26.5,,,,,,,,
821,2020-04-01,30.8,26.1,,,,,,,,
822,2020-04-02,30.0,25.6,,0.3,,,,,,
823,2020-04-03,30.3,25.5,,,,,,,,
824,2020-04-04,29.9,25.2,36.2,,,,,,,
825,2020-04-05,28.7,,34.7,,,,,,,
826,2020-04-06,27.7,,,,,,,,,
827,2020-04-07,24.2,,27.6,10.9,,,,,,
828,2020-04-08,26.4,21.7,,0.0,,,,,,
829,2020-04-09,27.6,22.5,,0.0,,,,,,
830,2020-04-10,30.0,23.0,35.7,,,,,,,
831,2020-04-11,30.9,24.9,37.0,,,,,,,
832,2020-04-12,26.9,,,,,,,,,
833,2020-04-13,24.6,20.9,,,,,,,,
834,2020-04-14,26.5,20.7,32.1,,,,,,,
835,2020-04-15,28.9,20.9,35.9,,,,,,,
836,2020-04-16,30.1,23.0,,0.0,,,,,,
837,2020-04-17,28.2,,,1.5,,,,,,
838,2020-04-18,28.4,22.9,,0.0,,,,,,
839,2020-04-19,31.6,24.3,38.0,0.0,,,,,,
840,2020-04-20,32.5,26.0,,,,,,,,
841,2020-04-21,32.6,,,14.5,,,,,,
842,2020-04-22,29.0,,,2.3,,,,,,
843,2020-04-23,29.8,22.7,,2.3,,,,,,
844,2020-04-24,27.8,,,0.0,,,,,,
845,2020-04-25,26.8,22.5,,0.0,,,,,,
846,2020-04-26,27.3,21.4,33.6,,,,,,,
847,2020-04-27,28.1,20.5,,,,,,,,
848,2020-04-28,29.2,22.0,35.4,,,,,,,
849,2020-04-29,29.4,23.9,35.8,,,,,,,
850,2020-04-30,30.6,24.0,37.5,,,,,,,
851,2020-05-01,31.5,24.0,38.1,,,,,,,
852,2020-05-02,31.6,25.5,,,,,,,,
853,2020-05-03,32.3,26.0,39.2,,,,,,,
854,2020-05-04,29.9,,,2.0,,,,,,
855,2020-05-05,33.4,25.4,40.1,,,,,,,
856,2020-05-06,33.9,28.6,,4.1,,,,,,
857,2020-05-07,33.7,,40.0,,,,,,,
858,2020-05-08,33.4,28.1,39.5,0.0,,,,,,
859,2020-05-09,32.4,,,9.4,,,,,,
860,2020-05-10,33.5,26.6,,,,,,,,
861,2020-05-11,29.4,,,,,,,,,
862,2020-05-12,32.4,24.2,,,,,,,,
863,2020-05-13,32.4,,,23.9,,,,,,
864,2020-05-14,32.6,25.4,,,,,,,,
865,2020-05-15,34.1,27.5,,,,,,,,
866,2020-05-16,33.1,,,,,,,,,
867,2020-05-17,30.7,,,2.5,,,,,,
868,2020-05-18,29.6,24.5,,5.3,,,,,,
869,2020-05-19,30.2,25.0,36.9,1.8,,,,,,
870,2020-05-20,29.4,25.0,35.9,41.9,,,,,,
871,2020-05-21,32.2,27.0,,,,,,,,
872,2020-05-22,33.2,27.5,38.2,,,,,,,
873,2020-05-23,30.4,,,16.3,,,,,,
874,2020-05-24,29.1,24.7,,7.6,,,,,,
875,2020-05-25,27.9,24.6,33.7,22.1,,,,,,
876,2020-05-26,30.0,25.7,,15.2,,,,,,
877,2020-05-27,30.8,27.0,,0.0,,,,,,
878,2020-05-28,26.0,23.3,29.6,34.8,,,,,,
879,2020-05-29,27.4,22.5,,39.9,,,,,,
880,2020-05-30,26.1,24.2,29.4,19.8,,,,,,
881,2020-05-31,28.4,23.7,,29.2,,,,,,
882,2020-06-01,26.4,,,7.9,,,,,,
883,2020-06-02,26.9,24.5,,0.8,,,,,,
884,2020-06-03,29.3,24.2,33.4,0.0,,,,,,
885,2020-06-04,29.6,26.2,,,,,,,,
886,2020-06-05,29.5,26.6,34.0,0.0,,,,,,
887,2020-06-06,30.1,26.0,,0.0,,,,,,
888,2020-06-07,29.4,26.4,,0.0,,,,,,
889,2020-06-08,30.5,27.1,,,,,,,,
890,2020-06-09,31.4,27.0,35.7,,,,,,,
891,2020-06-10,32.0,26.7,36.5,,,,,,,
892,2020-06-11,28.8,25.0,,0.0,,,,,,
893,2020-06-12,31.2,27.1,36.8,0.0,,,,,,
894,2020-06-13,30.8,,,0.5,,,,,,
895,2020-06-14,28.6,24.0,,20.3,,,,,,
896,2020-06-15,27.6,,31.4,6.1,,,,,,
897,2020-06-16,26.6,24.9,,3.0,,,,,,
898,2020-06-17,26.9,25.2,,4.8,,,,,,
899,2020-06-18,26.8,25.0,29.2,7.4,,,,,,
900,2020-06-19,28.6,25.4,,0.5,,,,,,
901,2020-06-20,30.8,26.0,35.1,0.0,,,,,,
902,2020-06-21,30.5,27.1,34.2,0.0,,,,,,
903,2020-06-22,31.0,27.8,,0.0,,,,,,
904,2020-06-23,30.7,27.1,,,,,,,,
905,2020-06-24,31.7,,,,,,,,,
906,2020-06-25,29.8,,34.1,,,,,,,
907,2020-06-26,27.7,23.3,,60.5,,,,,,
908,2020-06-27,30.4,25.7,34.9,0.0,,,,,,
909,2020-06-28,31.1,27.4,,,,,,,,
910,2020-06-29,29.9,26.4,34.7,1.0,,,,,,
911,2020-06-30,27.6,,32.8,15.2,,,,,,
912,2020-07-01,27.1,25.0,31.1,3.8,,,,,,
913,2020-07-02,26.5,,,65.5,,,,,,
914,2020-07-03,26.4,24.3,29.5,48.8,,,,,,
915,2020-07-04,27.9,24.2,,1.5,,,,,,
916,2020-07-05,28.9,26.1,,0.0,,,,,,
917,2020-07-06,31.1,26.7,,,,,,,,
918,2020-07-07,30.1,27.4,,,,,,,,
919,2020-07-08,30.5,26.5,,,,,,,,
920,2020-07-09,31.1,26.6,36.6,,,,,,,
921,2020-07-10,30.4,,36.0,,,,,,,
922,2020-07-11,29.9,26.8,,,,,,,,
923,2020-07-12,28.8,,33.7,,,,,,,
924,2020-07-13,30.1,25.2,34.7,3.6,,,,,,
925,2020-07-14,30.4,26.6,,0.0,,,,,,
926,2020-07-15,28.9,25.5,34.2,0.0,,,,,,
927,2020-07-16,28.9,25.5,,1.5,,,,,,
928,2020-07-17,29.5,26.1,,,,,,,,
929,2020-07-18,31.3,26.5,35.8,,,,,,,
930,2020-07-19,27.4,,34.1,37.6,,,,,,
931,2020-07-20,29.6,25.4,,2.8,,,,,,
932,2020-07-21,29.0,23.9,32.8,7.6,,,,,,
933,2020-07-22,27.8,,32.8,0.3,,,,,,
934,2020-07-23,29.9,24.5,34.3,,,,,,,
935,2020-07-24,30.6,26.5,35.8,1.5,,,,,,
936,2020-07-25,30.8,25.9,35.0,,,,,,,
937,2020-07-26,30.9,27.6,,,,,,,,
938,2020-07-27,30.6,,35.7,1.5,,,,,,
939,2020-07-28,26.5,,,9.1,,,,,,
940,2020-07-29,29.9,24.7,,,,,,,,
941,2020-07-30,30.9,26.4,35.3,0.3,,,,,,
942,2020-07-31,28.3,,,13.2,,,,,,
943,2020-08-01,25.5,,,55.6,,,,,,
944,2020-08-02,25.6,23.9,,59.4,,,,,,
945,2020-08-03,27.7,25.2,31.0,1.8,,,,,,
946,2020-08-04,27.4,,31.0,3.0,,,,,,
947,2020-08-05,27.6,24.5,,26.4,,,,,,
948,2020-08-06,27.3,24.8,30.1,11.7,,,,,,
949,2020-08-07,29.3,,34.0,1.8,,,,,,
950,2020-08-08,28.1,24.3,33.0,13.2,,,,,,
951,2020-08-09,27.8,25.0,,1.3,,,,,,
952,2020-08-10,27.2,25.5,,8.1,,,,,,
953,2020-08-11,26.3,,,21.8,,,,,,
954,2020-08-12,27.2,24.6,,4.6,,,,,,
955,2020-08-13,26.6,24.6,,25.4,,,,,,
956,2020-08-14,26.5,24.1,30.6,0.3,,,,,,
957,2020-08-15,25.6,22.7,28.9,41.4,,,,,,
958,2020-08-16,24.9,23.2,,4.8,,,,,,
959,2020-08-17,24.6,23.5,26.7,10.9,,,,,,
960,2020-08-18,25.6,23.8,,18.3,,,,,,
961,2020-08-19,28.0,23.7,,0.0,,,,,,
962,2020-08-20,27.0,,30.6,19.8,,,,,,
963,2020-08-21,26.9,24.4,31.0,2.3,,,,,,
964,2020-08-22,26.7,24.8,,1.8,,,,,,
965,2020-08-23,27.3,,32.5,1.8,,,,,,
966,2020-08-24,27.6,24.0,31.4,1.5,,,,,,
967,2020-08-25,29.8,25.0,,0.0,,,,,,
968,2020-08-26,28.3,,34.5,24.9,,,,,,
969,2020-08-27,28.4,24.7,,0.3,,,,,,
970,2020-08-28,28.9,25.6,,,,,,,,
971,2020-08-29,27.8,,32.4,,,,,,,
972,2020-08-30,30.0,25.4,34.6,,,,,,,
973,2020-08-31,29.1,,,,,,,,,
974,2020-09-01,29.9,24.7,,,,,,,,
975,2020-09-02,30.0,25.6,34.9,0.0,,,,,,
976,2020-09-03,29.9,26.5,34.7,0.0,,,,,,
977,2020-09-04,30.3,26.1,34.8,0.0,,,,,,
978,2020-09-05,29.6,26.7,,,,,,,,
979,2020-09-06,28.3,25.5,,1.8,,,,,,
980,2020-09-07,28.4,,,0.0,,,,,,
981,2020-09-08,29.3,25.5,33.0,0.0,,,,,,
982,2020-09-09,30.0,26.4,,,,,,,,
983,2020-09-10,28.8,26.5,33.2,0.0,,,,,,
984,2020-09-11,29.0,,34.0,0.0,,,,,,
985,2020-09-12,28.4,23.7,,18.8,,,,,,
986,2020-09-13,28.8,25.5,,0.0,,,,,,
987,2020-09-14,30.1,25.1,,0.0,,,,,,
988,2020-09-15,29.5,25.7,,5.1,,,,,,
989,2020-09-16,30.4,26.3,35.1,0.5,,,,,,
990,2020-09-17,28.5,,,3.8,,,,,,
991,2020-09-18,25.9,25.5,28.2,36.6,,323.0,5.4,,1000.2,
992,2020-09-19,26.9,23.7,29.8,10.9,,,,,,
993,2020-09-20,26.1,24.4,,3.8,,,,,,
994,2020-09-21,28.8,24.8,,0.0,,,,,,
995,2020-09-22,27.9,,32.5,0.0,,,,,,
996,2020-09-23,29.0,25.2,,0.0,,,,,,
997,2020-09-24,28.6,,,0.5,,,,,,
998,2020-09-25,28.0,25.5,31.7,0.8,,,,,,
999,2020-09-26,29.7,25.2,,,,,,,,
1000,2020-09-27,29.2,26.3,34.5,,,,,,,
1001,2020-09-28,29.4,25.5,,,,,,,,
1002,2020-09-29,27.7,25.8,30.5,0.0,,,,,,
1003,2020-09-30,29.2,25.5,33.3,0.0,,,,,,
1004,2020-10-01,29.2,24.8,,3.0,,,,,,
1005,2020-10-02,29.2,25.0,34.4,0.0,,,,,,
1006,2020-10-03,28.7,25.2,,0.0,,,,,,
1007,2020-10-04,28.2,,,22.4,,,,,,
1008,2020-10-05,27.7,,,1.8,,,,,,
1009,2020-10-06,29.0,23.9,,,,,,,,
1010,2020-10-07,24.9,,,18.5,,,,,,
1011,2020-10-08,24.5,,26.8,30.2,,,,,,
1012,2020-10-09,25.3,22.5,28.5,3.6,,,,,,
1013,2020-10-10,25.7,,29.4,1.8,,,,,,
1014,2020-10-11,26.2,20.6,,0.0,,,,,,
1015,2020-10-12,24.1,23.1,,2.8,,,,,,
1016,2020-10-13,25.9,22.8,,0.0,,,,,,
1017,2020-10-14,27.1,22.7,,0.0,,,,,,
1018,2020-10-15,27.9,24.6,,,,,,,,
1019,2020-10-16,24.9,,,15.7,,,,,,
1020,2020-10-17,24.2,,,2.3,,,,,,
1021,2020-10-18,23.0,21.0,,8.1,,,,,,
1022,2020-10-19,23.0,21.0,,10.2,,,,,,
