,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
1713,2022-09-10,28.9,25.6,32.6,0.3,,76.0,3.9,,1010.8,
1714,2022-09-11,28.9,23.8,33.5,29.0,,65.0,3.4,,1009.8,
1715,2022-09-12,28.6,23.9,33.5,5.6,,299.0,3.5,,1008.9,
1716,2022-09-13,29.1,23.4,33.4,3.8,,93.0,3.3,,1009.4,
1717,2022-09-14,28.2,25.7,33.3,0.0,,175.0,3.4,,1009.7,
1718,2022-09-15,28.3,24.2,33.4,0.5,,108.0,4.0,,1008.5,
1719,2022-09-16,26.9,24.9,33.2,5.1,,141.0,4.4,,1006.5,
1720,2022-09-17,27.1,25.0,30.3,25.4,,109.0,4.2,,1007.3,
1721,2022-09-18,27.8,24.9,32.6,9.7,,117.0,4.2,,1008.1,
1722,2022-09-19,29.5,24.9,34.7,0.0,,273.0,3.3,,1007.9,
1723,2022-09-20,28.8,24.6,33.7,0.0,,356.0,2.6,,1007.1,
1724,2022-09-21,27.4,22.8,33.9,0.5,,31.0,3.3,,1007.5,
1725,2022-09-22,27.3,24.4,33.0,8.9,,53.0,2.9,,1007.7,
1726,2022-09-23,25.5,22.8,29.1,8.4,,41.0,2.4,,1008.5,
1727,2022-09-24,25.6,24.0,30.4,6.4,,80.0,3.9,,1008.0,
1728,2022-09-25,25.9,24.4,30.5,38.6,,89.0,4.7,,1008.9,
1729,2022-09-26,28.2,23.7,33.5,27.2,,5.0,2.8,,1008.8,
1730,2022-09-27,27.7,24.0,31.1,1.8,,347.0,4.6,,1006.2,
1731,2022-09-28,25.7,24.1,28.9,17.3,,321.0,9.0,,999.8,
1732,2022-09-29,27.3,24.5,31.5,11.9,,69.0,6.9,,1002.2,
1733,2022-09-30,26.0,24.5,30.3,13.5,,119.0,9.4,,1007.0,
1734,2022-10-01,26.8,24.1,29.4,5.1,,99.0,5.2,,1008.8,
1735,2022-10-02,26.6,24.7,31.0,15.2,,66.0,3.0,,1009.5,
1736,2022-10-03,27.2,24.0,32.0,0.0,,60.0,5.7,,1010.0,
1737,2022-10-04,26.6,22.6,33.3,10.1,,49.0,4.3,,1011.7,
1738,2022-10-05,27.1,23.0,33.0,0.8,,53.0,3.9,,1011.8,
1739,2022-10-06,27.1,23.7,32.3,6.6,,47.0,3.7,,1011.8,
1740,2022-10-07,27.6,23.0,32.0,3.3,,42.0,3.1,,1011.8,
1741,2022-10-08,28.1,22.9,33.5,0.0,,58.0,4.1,,1012.0,
1742,2022-10-09,28.6,23.8,33.4,0.0,,50.0,4.9,,1012.8,
1743,2022-10-10,24.1,20.3,28.5,2.5,,357.0,6.2,,1015.4,
1744,2022-10-11,25.1,19.9,31.0,0.0,,24.0,5.8,,1014.4,
1745,2022-10-12,25.6,19.3,31.0,0.0,,30.0,5.4,,1013.4,
1746,2022-10-13,25.6,19.8,31.8,0.0,,29.0,5.2,,1012.0,
1747,2022-10-14,24.9,18.9,30.2,0.5,,3.0,5.5,,1010.2,
1748,2022-10-15,23.1,20.1,25.0,2.8,,327.0,7.8,,1009.1,
1749,2022-10-16,22.1,18.5,30.1,0.3,,343.0,3.6,,1012.0,
1750,2022-10-17,23.2,17.5,31.7,0.0,,23.0,3.5,,1012.2,
1751,2022-10-18,25.7,17.2,31.8,0.0,,38.0,5.0,,1011.8,
1752,2022-10-19,24.8,18.3,30.5,0.0,,16.0,6.5,,1012.1,
1753,2022-10-20,22.4,17.8,28.0,0.0,,24.0,3.6,,1013.3,
1754,2022-10-21,26.6,19.7,31.7,0.3,,20.0,3.7,,1013.8,
1755,2022-10-22,25.7,22.4,29.9,7.1,,18.0,3.7,,1014.6,
1756,2022-10-23,27.4,19.6,34.0,0.0,,52.0,5.0,,1013.5,
1757,2022-10-24,27.8,20.5,33.7,0.0,,45.0,4.6,,1012.2,
1758,2022-10-25,26.1,23.5,30.3,0.8,,8.0,4.2,,1012.5,
1759,2022-10-26,27.6,22.8,32.5,0.1,,62.0,7.0,,1012.3,
1760,2022-10-27,26.0,21.6,31.6,0.1,,64.0,7.4,,1012.1,
1761,2022-10-28,25.8,20.6,32.0,0.0,,57.0,8.6,,1012.0,
1762,2022-10-29,25.8,20.4,29.9,0.0,,44.0,8.9,,1012.1,
1763,2022-10-30,25.3,20.3,30.6,0.0,,29.0,4.8,,1011.4,
1764,2022-10-31,23.9,18.6,31.0,0.0,,27.0,5.6,,1011.8,
1765,2022-11-01,24.2,17.8,31.6,0.0,,46.0,4.8,,1012.5,
1766,2022-11-02,23.8,17.0,31.4,0.0,,63.0,4.6,,1011.8,
1767,2022-11-03,24.1,16.0,31.5,0.0,,92.0,6.0,,1012.6,
1768,2022-11-04,25.4,17.0,32.0,0.0,,57.0,6.8,,1014.6,
1769,2022-11-05,25.4,19.4,31.5,0.3,,55.0,4.9,,1015.8,
1770,2022-11-06,24.8,17.9,31.4,0.0,,61.0,4.5,,1015.5,
1771,2022-11-07,24.5,18.1,31.5,0.0,,83.0,5.1,,1014.6,
1772,2022-11-08,25.2,17.2,32.0,0.0,,72.0,6.8,,1014.4,
1773,2022-11-09,25.6,19.0,32.0,0.0,,50.0,4.9,,1014.1,
1774,2022-11-10,27.1,19.2,34.0,0.0,,39.0,4.9,,1013.2,
1775,2022-11-11,27.7,21.4,34.0,0.0,,71.0,6.6,,1012.8,
1776,2022-11-12,26.8,20.1,33.3,0.0,,82.0,7.1,,1012.0,
1777,2022-11-13,26.7,21.0,31.4,0.0,,74.0,6.9,,1012.0,
1778,2022-11-14,27.9,22.8,33.5,0.0,,70.0,6.8,,1012.2,
1779,2022-11-15,28.4,22.5,34.5,0.1,,80.0,7.3,,1011.5,
1780,2022-11-16,28.4,22.0,34.0,0.0,,75.0,5.7,,1010.3,
1781,2022-11-17,28.9,22.6,34.0,0.0,,72.0,5.5,,1010.0,
1782,2022-11-18,29.2,24.1,34.7,0.0,,59.0,6.0,,1010.8,
1783,2022-11-19,27.6,23.0,33.6,0.0,,58.0,6.3,,1011.0,
1784,2022-11-20,27.3,23.8,32.0,0.2,,33.0,5.6,,1009.9,
1785,2022-11-21,26.7,22.0,33.5,0.0,,22.0,4.2,,1008.6,
1786,2022-11-22,27.1,21.9,32.0,8.9,,39.0,3.2,,1008.4,
1787,2022-11-23,28.2,23.3,33.5,0.6,,65.0,5.3,,1009.1,
1788,2022-11-24,26.4,23.5,30.2,1.8,,64.0,3.8,,1011.0,
1789,2022-11-25,28.8,23.1,34.2,1.0,,72.0,4.1,,1011.9,
1790,2022-11-26,27.4,23.1,32.7,0.5,,65.0,4.1,,1011.5,
1791,2022-11-27,26.3,23.0,33.0,27.4,,350.0,3.2,,1010.0,
1792,2022-11-28,27.9,23.3,33.3,26.9,,20.0,2.1,,1010.2,
1793,2022-11-29,28.7,23.7,34.0,0.0,,76.0,3.2,,1010.5,
1794,2022-11-30,28.9,24.0,35.1,0.1,,72.0,4.6,,1011.3,
1795,2022-12-01,27.0,20.6,32.9,0.0,,73.0,9.8,,1012.9,
1796,2022-12-02,23.7,19.2,29.4,0.0,,37.0,7.0,,1013.6,
1797,2022-12-03,24.3,18.3,30.9,0.0,,73.0,5.6,,1012.9,
1798,2022-12-04,25.5,19.9,32.2,0.0,,67.0,7.6,,1013.4,
1799,2022-12-05,24.2,19.7,30.5,0.0,,32.0,6.8,,1014.7,
1800,2022-12-06,23.5,17.8,29.4,0.0,,57.0,7.9,,1014.4,
1801,2022-12-07,23.8,17.5,30.7,0.0,,55.0,6.4,,1013.8,
1802,2022-12-08,24.5,18.4,31.2,0.0,,51.0,6.1,,1013.5,
1803,2022-12-09,24.7,18.8,31.8,0.0,,66.0,6.2,,1012.8,
1804,2022-12-10,24.7,18.9,31.1,0.0,,79.0,6.3,,1012.6,
1805,2022-12-11,23.6,18.3,28.5,0.0,,62.0,7.6,,1013.7,
1806,2022-12-12,21.1,16.2,26.5,0.0,,70.0,10.0,,1015.7,
1807,2022-12-13,20.3,13.7,27.1,0.0,,58.0,8.8,,1016.7,
1808,2022-12-14,19.7,13.5,26.0,0.0,,49.0,9.0,,1017.5,
1809,2022-12-15,21.0,12.1,27.4,0.0,,90.0,5.5,,1014.5,
1810,2022-12-16,24.8,14.8,31.5,0.0,,82.0,5.6,,1012.9,
1811,2022-12-17,21.2,16.3,26.4,0.0,,37.0,8.8,,1017.3,
1812,2022-12-18,16.8,12.8,22.2,0.0,,50.0,9.8,,1019.7,
1813,2022-12-19,18.5,11.1,24.5,0.0,,43.0,6.4,,1016.7,
1814,2022-12-20,21.7,12.4,28.2,0.0,,48.0,4.9,,1013.8,
1815,2022-12-21,20.7,14.8,27.6,0.0,,51.0,7.3,,1013.9,
1816,2022-12-22,21.2,13.6,28.5,0.0,,86.0,6.3,,1013.3,
1817,2022-12-23,21.6,14.5,28.2,0.0,,102.0,7.1,,1014.2,
1818,2022-12-24,20.9,15.6,27.6,0.0,,54.0,9.7,,1016.5,
1819,2022-12-25,21.2,14.0,27.9,0.0,,54.0,8.1,,1017.6,
1820,2022-12-26,21.9,14.9,28.0,0.0,,72.0,8.1,,1017.9,
1821,2022-12-27,22.8,15.4,29.0,0.0,,82.0,7.9,,1017.2,
1822,2022-12-28,23.5,17.6,29.8,0.0,,73.0,8.2,,1017.2,
1823,2022-12-29,20.9,16.5,27.7,0.0,,60.0,7.8,,1019.2,
1824,2022-12-30,19.6,14.9,26.5,0.0,,58.0,7.6,,1020.7,
1825,2022-12-31,19.7,12.5,26.5,0.0,,61.0,6.8,,1020.2,
1826,2023-01-01,20.8,14.1,26.9,0.0,,57.0,5.9,,1019.2,
1827,2023-01-02,22.1,16.8,27.3,0.0,,67.0,5.5,,1019.1,
1828,2023-01-03,21.5,17.6,27.5,0.0,,50.0,6.8,,1018.9,
1829,2023-01-04,21.4,15.0,29.9,0.0,,49.0,5.9,,1017.8,
1830,2023-01-05,23.3,14.9,29.6,0.0,,45.0,7.3,,1018.0,
1831,2023-01-06,21.4,17.2,25.7,0.0,,42.0,10.3,,1018.9,
1832,2023-01-07,21.5,15.6,26.9,0.0,,51.0,6.9,,1017.1,
1833,2023-01-08,23.0,17.2,29.1,0.0,,74.0,4.9,,1015.7,
1834,2023-01-09,24.2,18.5,30.5,0.0,,110.0,4.2,,1015.6,
1835,2023-01-10,23.1,19.5,27.6,0.0,,74.0,3.5,,1014.7,
1836,2023-01-11,20.9,19.8,22.1,16.0,,358.0,4.7,,1013.6,
1837,2023-01-12,21.5,19.0,24.5,12.3,,92.0,4.1,,1012.2,
1838,2023-01-13,23.4,19.1,30.0,0.0,,322.0,5.5,,1011.9,
1839,2023-01-14,24.6,18.3,32.0,0.0,,30.0,5.8,,1009.7,
1840,2023-01-15,25.7,18.4,32.9,0.0,,49.0,7.4,,1009.8,
1841,2023-01-16,21.9,14.6,27.7,0.0,,81.0,13.6,,1014.9,
1842,2023-01-17,21.2,15.4,27.3,0.0,,78.0,12.7,,1017.4,
1843,2023-01-18,19.4,13.3,26.5,0.0,,77.0,12.3,,1019.1,
1844,2023-01-19,19.7,12.1,27.4,0.0,,71.0,11.4,,1018.0,
1845,2023-01-20,20.7,13.2,27.0,0.0,,70.0,11.1,,1017.6,
1846,2023-01-21,21.7,16.0,28.5,0.0,,74.0,8.9,,1015.2,
1847,2023-01-22,21.5,13.7,31.4,0.0,,45.0,5.8,,1012.8,
1848,2023-01-23,24.9,15.3,32.5,0.0,,86.0,9.5,,1012.2,
1849,2023-01-24,20.1,14.3,25.2,0.0,,63.0,18.3,,1017.7,
1850,2023-01-25,18.8,13.0,25.0,0.0,,68.0,10.5,,1017.2,
1851,2023-01-26,21.3,12.0,29.0,0.0,,62.0,6.8,,1014.1,
1852,2023-01-27,19.9,14.8,26.5,0.0,,65.0,15.5,,1016.7,
1853,2023-01-28,17.7,12.0,23.7,0.0,,58.0,14.7,,1018.4,
1854,2023-01-29,16.7,9.6,24.0,0.0,,56.0,11.3,,1019.6,
1855,2023-01-30,18.1,8.4,26.5,0.0,,64.0,8.7,,1018.2,
1856,2023-01-31,19.6,10.1,28.3,0.0,,355.0,5.0,,1013.8,
